"id" "content" "date" "star"
"1" 1 "This little stick-of-gum sized piece of hardware blows my mind. I did a fresh install of Windows 10 Pro onto it in mere minutes, and the system boots in a few seconds.If you're not in the know here's a NOTE:Make sure your system is utilizing the new UEFI platform rather than the old BIOS platform to take full advantage of the latest tricknology and all of its advantages. This means your system drive (where you install Windows) will have a \"GPT\" Volume rather than a \"MBR\" Volume. You'll have to boot into your UEFI interface, and turn off \"CSM\" likely under BOOT Options before installing Windows or directly afterwards as well as when you update your UEFI/BIOS. It's good to double-check the CSM setting stays off whenever you add another storage drive as well.If you type \"Disk Management\" in Windows start menu search box, double click to open screen, right click on your system drive, select \"Properties\", and choose \"Volumes\" tab, you'll see either \"GPT\" or 'MBR\" listed under \"Partition Style\".One last thing: Consider backing up your important stuff, and just fresh install your OP System making sure to use the UEFI/GPT platform; I've never had success converting an MBR System from the dark side over to the light side of the force unfortunately. But, I'm just a novice with little experience.5 year warranty, and as fast as you need. Samsung is hard to beat. " "July 30, 2018" "5.0"
"41" 41 "I decided to go with the Samsung 970 PRO for a new system build, and I have to say, I'm super impressed. The M.2 form factor is extremely compact and installed with zero issues. Loading Windows 10 on it via a USB 3 thumb drive took literally five minutes. Once installed, the system boots up in less than 10 seconds. I ran some benchmarks on the drive and got 3553 MB/s for sequential read and 2329 MB/s for sequential write. Very happy with my purchase and highly considering filling my other M.2 slot with another 970 PRO. " "March 14, 2019" "5.0"
"42" 42 "I have 2 of these in Raid 0 configuration (two drives linked together to split the load while working as one unified drive). They are installed in my msi GT83 laptop. While I did not noticed much of a real world difference over 2 Samsung Evo's in Raid 0, the test did show an increase. I include a photo of tests. The tests were run 5x for each type of hard drive and the test showing the average was put into the photo. " "February 9, 2019" "5.0"
"43" 43 "I use this as my windows 10 boot drive/program storage. It boots to windows home screen in a few seconds, same for programs. I can't say enough good things about this drive. If you want tech specs, go to a tech website. In real world use, this drive is amazing.If your mobo supports it, go for it. I recently built a gaming PC and have zero regrets about this purchase. " "April 15, 2019" "5.0"
"44" 44 "A lot of good reviews about it so I bought it to replace my m.2 SATA SSD on my Gigabyte Aero 15w. Unfortunately it turns out I don't have such demanding tasks to make this purchase justifiable. Can't really tell I'm actually using a much speedier (supposedly up to 6x faster) drive from my day-to-day use. But won't blame it on the product. It suppose to be the fastest on the market right now. " "July 9, 2018" "5.0"
"45" 45 "Awesome Read and Write speeds. It is night and day faster over my SSD that had my Windows 10 operating software. If you have a chance to use one of these for your Operating software you won't regret it. Games won't see too much of a speed increase but it does improve, especially when I download the game through Steam. You probably would see more of improvement using Editing Software or CAD programs. The Samsung 970 pro nvme maintains its Read / Write speeds for longer than the SSD or 970 Evo's. Once installed speed test with the Samsung Magician software and you will see the speed increase. " "February 13, 2019" "5.0"
"46" 46 "Anyone with a slot that fits this M.2 drive should replace their harddrive with this. Just plug this in, use the Samsung Magician software without doing anything else to the drive. " "June 6, 2018" "5.0"
"47" 47 "I¡¯ve been buying Samsung drives since they started manufacturing SSDs. I believe I have purchased a few dozen in different configurations.This is quite a leap forward in their m.2 series. Great boot drive.Using this one on a 6 core laptop along with an 860 2Tb Samsung SSD. In some aspects the 860 is faster when using Samsung Magician¡¯s optimize for the SSD. Depends on if your looking at sequential vs non sequential RR times. " "July 23, 2018" "5.0"
"48" 48 "I performed a \"motherboardectomy\" on my computer and decided to go all the way with an NVMe SSD. I have had good luck with the Samsung SSD's in the past. They are a good value and perform decently. In this machine, the performance boost is not as great as I thought it would be. Also, finding required drivers for a Windows 7 is nearly impossible. I ended up installing Ubuntu Linux (with no problem), and running Windows in a virtual machine when I need it.I'd recommend this. If you are wanting an M.2 drive, this is the safe choice. " "November 12, 2018" "4.0"
"49" 49 "I have always go with Samsung product when I am looking for quality and reliability. My computers that I've built from 15-20 years ago is still running like a brand new computer to today and still running without any problem. To me, that's a great investment worth every hard earn penny I've put into my all my builds. So with this new build that I'm building for my In-laws. I've decided to try this new NVMe solid state drive instead of the 2.5\" solid state drive which will take less space for this new build. " "March 23, 2019" "5.0"
"50" 50 "This SSD lives up to the hype. I dropped it in an ASUS Maximus X Formula Motherboard to replace a Samsung 850 EVO. I made sure and confirmed the ePCI lanes were set to 4 on the M.2 slot I used, rebooted, installed the Samsung driver for Windows 10... loaded up the Data Transfer / clone software from Samsung and cloned the 850 EVO at around 325 megs a second as expected. After rebooting on the new 970 Pro, I did a quick performance test and it was spot on, 3500 megs / 3.5 gigs a second. You won't be disappointed with this latest offering from Samsung. It's 'crazy' fast! " "December 14, 2018" "5.0"
"51" 51 "I love it ¡¦ easy to install for someone like me with self-build computer skills. Actually easier than a HDD or SSD, and is it FAST ¡¦ WOW. Had to remove the graphics card to gain access to the M.2 socket which was partial blocked beneath ¡¦ but it slipped in quickly. Took me about 30 minutes, including doing a quick vacuuming of the tower insides. Booted computer ¡¦ entered Disk Management ¡¦ formatted SSD ¡¦ and voila, DONE. One of the best upgrades I've done. I think the price is well worth it. And did I say FAST!(Added) BTW ¡¦ the Amazon website indicated that this \"may not\" work with my ASDUS Maximus VIII Formula motherboard ¡¦ it definitely DOES. Check your motherboard specifications, as all you need is an M.2 socket with PCle/SATA support.. " "January 8, 2019" "5.0"
"52" 52 "BUY This Drive for a super fast system: - - I built a AMD Ryzen 5 2400G CPU w/Radeon Rx Vega 11 Graphics built in +++ MSI X470 Gaming Plus mother board and 16Gbytes GSkill Ripjaws V series DDR4 PC4 25600 Memory. This drive is just SUPER Fast in that motherboard with that processor. She does creative work and lots of Adobe and Publisher and such. Win 10 Pro 64bit (motherboard will not run any other operating system than Win 10) " "May 2, 2019" "5.0"
"53" 53 "I used Samsung Magician to compare the factory 256Gb M.2 PCIe drive in my $1200 Eluktronics P60HP6 to the Samsung 512gb 970 Pro. It averaged around 8X faster.Sequential speed (MB/s)Read: 450 vs 3,458 Write: 272 vs 2.331Random (IOPS)Read: 30,517 vs 243,896 Write: 26,367 vs 208,251I can tell the difference even on just surfing the internet and booting. I didn't expect the drive Eluktronics included in a high end laptop to be so slow compared to the 970 Pro. " "January 13, 2019" "5.0"
"54" 54 "I¡¯m impressed. My system boots in about five seconds. The only place Samsung falls down on this product is with the instructions. I would like to see a step-by-step instruction on how to install this drive into a system and migrate to it. Definitely check your motherboard specifications for compatibility with this drive before buying it. The migration software that is available from Samsung is actually very good/straight-forward/easy to use. " "January 21, 2019" "5.0"
"55" 55 "Blown away by how tiny this is, how fast it is, and how cheap it is per GB.This cost less than the first hard drive I ever bought - a 50MB platter in 1993.I don't wait for much of anything now. And it took about 9 seconds to install.I bought a 2TB model for storage. Are SSDs cheaper? Sure - but no cable, no power, no mess. And I do load up huge 4K video files often, so the extra speed is nice. " "February 21, 2019" "5.0"
"56" 56 "Fairly easy to install. Had to remove my graphics card to be able to put the mounting screw on my motherboard because the mounting spot I need was between the GPU and CPU cooler. Installed it, used macrium reflect free to copy over my C drive and this thing kicks butt!! Fast boot up and basically instant results when you open up an item on it. I could not believe how much faster it was when I was already using and SSD previously. Definately worth the money!!! " "January 20, 2019" "5.0"
"57" 57 "I'm using 2 of these in an I/O Crest Bifurcation PCIe card in my 2010 Mac Pro. All seven of my SSDs are Samsung models. These two are my only NVMe models. They are fast and are working very well for me. I bought them from MacBlowouts Through Amazon. They are advertised as used in plain packaging. The ones I received checked out as brand new using the Mac App DriveDx. I am very pleased with them and with MacBlowouts. " "January 7, 2019" "5.0"
"58" 58 "well what can i say. it is fast, but the difference is not as noticeable from ssd to nvme as it was from hdd to ssd.so i regret abit the buy xd.benefits of faster storage on the pc: Faster Boot times, applications launching, Saving and opening documents, file transfer/load, and in general, better system responsiveness when your aplications read and write constantly, or when design programs use the ssd as cache. But doesnt improve gaming fps. " "June 6, 2018" "5.0"
"59" 59 "Bought this before realizing my system didn¡¯t even have a port for it. Ended up buying a whole new computer with all the new parts. I don¡¯t regret it. This beast is ludicrously quick. " "July 20, 2018" "5.0"
"60" 60 "This drive is fast. So fast that it doesn't need Samsung Magician. 512 mb size made it affordable for me, and because I have several 500 gb ssd drives to work on I have plenty of room using this 970 pro for boot drive. Did have to buy a thermal pad because the M.2 connector is mounted up on mobo, and was getting up to 50* pad brought it down to 30-40 range. I would buy this again. " "March 10, 2019" "5.0"
"61" 61 "This thing is FAST. Samsung's benchmark showed 3500+ MB reads. Had a moment of confusion trying to set it up in bios - it didn't show up as bootable device at first. Apparently you need to install OS on it first, then it magically pops up in the list.P.S. Wish the 1 TB one wasn't so darn expensive... " "January 30, 2019" "5.0"
"62" 62 "Super fast, and haven't had any problems with it so far. The Samsung software (downloaded separately) did a great job copying my mechanical boot drive over to the SSD.Taking one star off because it does not come with a mounting screw and spacer. If you don't have a spare one on your motherboard, then buying one after-market can easily cost you $8, plus the hassle of having to wait for it. In my case, I was able to secure it with a rubber-band... " "December 26, 2018" "4.0"
"63" 63 "This using an internal Mailiya M.2 PCIe to PCIe 3.0 x4 Adapter - Support M.2 PCIe 2280 which is less than 20 bucks provided me 4x the speeds of my SATA SSD's. Very very fast, I'm moving all my working folders to this drive now. I don't know if moving the booting to this drive is the best, I'm just moving folders like the Roaming from AppData and other application working folders. " "January 1, 2019" "5.0"
"64" 64 "If you sum up the time saved waiting for files over all the people who have purchased these, it must add to whole human lifetimes. Samsung, you've made yourself a suicide hotline for the death-by-1000-cuts that is waiting for stuff to load. Then again, if you sum the time needed to earn the money necessary to upgrade to this over a slower SSD or (gasp) magnetic drive, it might come out even...Regardless, when my machine boots, I imagine an excited dog, grabbing each file by the neck and shaking it like a chew toy. I love the enthusiasm! Only time will tell if it breaks my files, though. " "October 22, 2018" "5.0"
"65" 65 "The only thing to relate other than blistering speed is that it can run a little hot on my MOBO/case combo. I added a heat sink and the temps droped 5C for the highs and stayed the same for daily lows. With the heat sink I see no throttling at all. Performance is exceptional. " "August 15, 2018" "5.0"
"66" 66 "Great drive. Super fast. Only one drive faster than this, the Intel Optane, but that takes up a PCI slot which conflicts with SLI or if you need multiple GPUs for machine learning. If you want to preserver some of your slots or save space, this is a great alternative. I would add that I wish there was a 2TB model. I don't like splitting my data over different disks. " "October 13, 2018" "5.0"
"67" 67 "Bought a couple of these for a portable workstation-class computer. They plugged right in, worked perfectly immediately when installed. I've had nothing but these in the machine so no direct comparison, and I've run no benchmarks yet. I'll update the review after I hve some serious apps installed and have some throughput to test.So far (a couple weeks or so), so good. " "December 20, 2018" "5.0"
"68" 68 "First when I installed, I thought it wont be much faster as my SATA m.2 SSD. Then I installed Windows 10 and it took 2-3 mins for the windows to copy files and install. I thought to myself this cant be true. More than 3GB/s read and 2.2GB/s write is breathtaking and overall system performance is snappy with no delays.We have come from days where it would have taken 5 minutes for a system to boot to desktop. But it takes less than 20 seconds from hitting the power button to going to google chrome in desktop. I remember waiting in the desktop in my desktop 10 years back for the background apps to load and then run google chrome or any other apps. " "October 13, 2018" "5.0"
"69" 69 "Going from an 850 evo sata6 SSD to this is a night and day difference, just like going from a 7200 rpm to SSD drive was back in the day.I am getting 2600 mb read speeds and 2400 mb write speeds, this thing is insane! Got this for gaming mostly, mainly the games that are 60+ gbs, or take forever to load. (Fallout 4 modded, GTA 5, etc), and this thing manages to load games in just a few seconds.My 850 is still going strong 3 years later, so I am confident that Samsung will still be knocking this out of the park in 3 years from now. " "April 10, 2019" "5.0"
"70" 70 "I think the best performance before Optane entering the stage. Incrementally better than 960Pro, so for owners of 960 Pro maybe nor worth upgrading, but in any other situation would definitely highly recommend it. Just one annoyance: heating is substantial for such a small form factor, but plenty of heat dissipators are readily available, so this is not a definite turn off factor. " "August 31, 2018" "5.0"
"71" 71 "Great SSD I got it when was on sale, and I am so happy with it. I had a lot of trouble to install it and make it work, but that was not SSD`s problem it was my ASUS motherboard issue. I still don`t know if it is Samsung that don`t like Asus or vice versa but it was \"adventure\" to make it work. Samsung`s own SSD home site recommends and support Gigabyte and MSI but nothing on Asus. So be aware. " "January 13, 2019" "5.0"
"72" 72 "After updating the BIOS and all drivers, one of the two Samsung 970 PRO still showing 1600 speed instead of 3500.SYSTEM DESC:MSI Performance Gaming AMD X470G.Skill 16GB (2 x 8GB) Ripjaws V Series DDR4 PC4-25600 3200MHz Model F4-3200C14D-16GVKAMD Ryzen 7 2700X Processor - YD270XBGAFBOXEVGA GeForce RTX 2060 XC Ultra Gaming, 6GB GDDR6(2) Samsung 970 PRO 512GB - NVMe PCIe M.2 2280 SSD (MZ-V7P512BW) " "March 25, 2019" "1.0"
"73" 73 "This thing is fast. Just make sure your board supports whatever configuration you are going to use this in. My motherboard cannot use sata 5 and 6 if you use the m.2 slot that I used so just be aware. Other than that you know why you are here looking at this SSD. Samsung has been the best for a while and still are. " "February 21, 2019" "5.0"
"74" 74 "This drive is amazingly fast. CrystalMark has sequential I/O at 3500Gb/s... that's astounding speed. Random I/O levels off at about 650MB/s which is also amazingly fast. I believe this drive is a close second to the extreme (and expensive) Intel Optane PCI cards. This is an excellent value for your money.The 500GB model hits a value sweet spot with the number of NANDs able to better run parallel than smaller versions, and the 1TB model uses same number of NANDs that are bigger, so no additional parallel throughput. " "February 11, 2019" "5.0"
"75" 75 "Download drivers on your PC from samsung's official website.If you are upgrading from a old SSD or hard driveWipe the SSD or hard drive completely and resintall windows down load the samgsung divers for the SSD and the cloning toolClone windows os to the m. 2 And you can now boot with the m. 2It works great ! Computer turns on in 8 seconds with the m. 2 and hard drive working together " "January 24, 2019" "5.0"
"76" 76 "Wow. Seriously amazing. The M.2 form factor is easy to install and performs like a dream. The pro peaks at 3500mb/s reading speed and writes almost as fast. I'm used to using regular SSDs and this drive is noticeably much faster. Not to mention it's price for the capacity is great as well. " "March 2, 2019" "5.0"
"77" 77 "If you want crazy fast drive this is for you. Windows starts in about 2 seconds and I am logged in and ready in about 5 seconds. You can not believe the speed of this drive. Once you go with a M.2 you will never use a SSD again let alone a standard HD. This is definitely the future. " "May 22, 2019" "5.0"
"78" 78 "I feel as if a review isn't even needed. Samsung NVMe SSDs have always just worked for me. This is the 3rd or 4th I've purchased, and they all just work out of the box. No special drivers are needed to make them work in Windows, and their performance is next level fast. I used mine in an Intel NUC. " "September 11, 2018" "5.0"
"79" 79 "These work as advertised, and read-write speed is around 3Gps, though in everyday use and boot times , not really much faster than an 860 PRO, tested both for daily use. " "November 19, 2018" "5.0"
"80" 80 "Installed Windows 10 and Image/Video editing app on it for the test drive. OMG. Can't use any other PC now. " "December 13, 2018" "5.0"
"81" 81 "This M.2 is 7 times faster than my 860 EVO. Hard to believe until you install it. After installation you can use Samsung's free clone software from website. From 1 M.2 to another M.2 took a couple minutes and then I was amazed at the difference in speed. Games load virtually instantly and I'm always one of the first to spawn. I also use an Intel 8086K. Bang! " "August 29, 2018" "5.0"
"82" 82 "I put this in a Dell Alienware M17 R3 laptop and it really made a HUGE difference in the speed. What I did was clone the OS to this SSD drive using Acronis True Image and then swap the boot sequence so it boots from the SSD. WOW! what a difference!! This was a very easy process, you open the laptop up and put the drive in the proper slot and close it back up. Run the Image software. You then go to the bios and set the boot drive. Done!! " "September 21, 2018" "5.0"
"83" 83 "I bought this and installed it into an external USB-C housing and this thing flies. Get one and see what happens to your file transfer speeds. I am getting another one and using it as my new internal drive on my laptop. This will give it new life. " "March 24, 2019" "5.0"
"84" 84 "Ok, so yeah, the read/write is fast... That's all in the deception... But what I didn't expect was how fast it cloned my original drive. I had close to 500Gb on my original drive. From install and clone all the way to boot took me less than 20 minutes. " "November 26, 2018" "5.0"
"85" 85 "The drive is fast, easy to install and super tiny. However it did not come with the required screw and I had to source one out from a friend. So make sure you find the screw and order it before you receive the drive. " "May 18, 2019" "4.0"
"86" 86 "Just built a new system with a Intel Core i7-8700K, ASUS ROG Maximus X Hero and 32GB of RAM and figured I might as well get a new M2 SSD, after a bunch of bench-marking, I found that that there wasn't much of speed increase. But benchmarks are one thing and real world use will tell. " "August 25, 2018" "4.0"
"87" 87 "Incredibly well priced nvme drive. I use it purely for Ubuntu and it makes Linux extremely fast and responsive. Installation was super easy on my Gigabyte aero 15x (the actual SSD install not actually opening up the laptop, that was difficult) " "December 7, 2018" "5.0"
"88" 88 "I purchased an adapter (https://amzn.to/2WtFqKd) to use this on an Early 2015 MBA and it works flawlessly. Over three times faster than the original SSD, almost twice as fast as the fastest original Apple SSD available back then. " "March 25, 2019" "5.0"
"89" 89 "I like the pro because the write speed won't slow down after you run out of cache and it has a very high durability for writes. Over twice as fast as my old 950 pro with twice the size. Expensive but worth it. " "April 5, 2019" "5.0"
"90" 90 "Much, much faster than the original Toshiba NVMe drive that came with the Alienware Laptop.Boot time 4 seconds. " "July 17, 2018" "5.0"
"91" 91 "Works great, installed windows and, restored my backup to the new system and was fully up and running once assembled within about 30 minutes. Only regret is not the product, but that I only bought a 500gig drive, should have gotten 1 TB " "March 11, 2019" "5.0"
"92" 92 "Much smoother performance.I replaced a 'Toshiba PCIe SSD THNSN5256GPU7 Key M' on my EVGA SC17 with this because I kept getting a Win10 WATCHDOG error and a lot of tuts said this is one of many fixes. In the end I almost never receive that error anymore unless I overextend my overclock. Also, these r/w speeds are so much faster. " "September 6, 2018" "5.0"
"93" 93 "This SSD is quick enough even to satisfy the needs of the neediest who needed the drive to load 2 nano seconds ago.I kerp this to run windows 10, and most programs with a separate drive running my games. " "March 16, 2019" "5.0"
"94" 94 "I've bought Samsung drives in the past and have had great luck with them. The one out of hundred that did go bad Samsung stepped up and replaced no questions asked. The speed of this drive is incredible and the durability rating is second to none. " "March 1, 2019" "5.0"
"95" 95 "Bought this to replace my 7200RPM Seagate Barracuda drive. Using AOMEI Partition Assistant I moved over my OS and some games onto this and then cleaned my old HDD. This drive is blazing fast. The read/write speed increase is incredible. For my 512gb SSD, it benchmarks right where it should be, 3,500MBs sequential read and 2,300MBs sequential write. Thats is WAY better than the 100s I would get on my old HDD. If you're looking for a good hard drive. I would definitely reccomend this product. " "December 4, 2018" "5.0"
"96" 96 "By the time I realized that I couldn't use this ssd it was already too late to return it. Now it's just sitting in the box and I'm stuck with it. I will say that it does work with a usb housing just not directly in the machine like some searches were indicating. Don't make the same mistake as I did. " "March 4, 2019" "4.0"
"97" 97 "None faster. I've been using Samsung SSDs for a while now and never been let down; this is no exception. Minus one star because it's impossible to enable hardware Bitlocker encryption on it as a boot drive, even with updated NVMe and RST drivers. " "November 20, 2018" "4.0"
"98" 98 "This drive is by no means a budget item, but the price per GB is still very reasonable. I replaced the OS drive in my Dell XPS 13 laptop with the 1TB drive and noticed a substantial improvement in speed for I/O intensive tasks, code compilation and even some improvement in the OS startup time. If the price point is within your budget, I would absolutely recommend this drive. " "July 16, 2018" "5.0"
"99" 99 "Have been using this on a Lenovo ThinkPad X1 Carbon 6th generation for about 6 months, running Ubuntu Linux. No disk-related errors whatsoever. Can't complain about the speed either - as fast as they get. " "April 8, 2019" "5.0"
"100" 100 "This unit meets all Samsung's claims, installs easily, and to date has presented no problems. One might have to get used to the system, as turbo elevation in throughput only starts when the unit is reaching high volumes. One does pay a premium price for such performance. " "February 15, 2019" "5.0"
"101" 101 "Boy, this little gum-sized chip can enhance your PC like it's on roids! Forget the old SSDs and HDDs, if you're building a new PC I highly recommend going with this Samsung M.2. It's well worth every penny I spent! " "March 23, 2019" "5.0"
"102" 102 "I bought this item to install on a new pc I was building. The first time I got this package it was completely empty and the factory seal was still attached with no damage. The second one I purchased (in hopes that I just got a messed up package) did not come with the proper mounting screw for the motherboard I had to order the screw separately because I did not have one around. I still haven¡¯t received my refund for the first one so if this happens to you just know that you will not get a refund either " "May 20, 2019" "1.0"
"103" 103 "this thing is insanely fast, swapped a intel 535 SSD on SATA connector to this drive and it's WAY FASTER. just wish I could afford a 2TB one to load all my games on it :) " "March 14, 2019" "5.0"
"104" 104 "I purchased this SSD to use as my C drive and it boots insanely fast. When I tell people I need to restart my PC real quick they don't believe me when I rejoin our Discord that quickly. " "January 5, 2019" "5.0"
"105" 105 "It really is as good as everyone says. It's been hard to get excited about consumer grade storage devices for the past few decades but WOW. This thing is GREAT. Samsung should license tony the tiger to promote this ssd. " "October 8, 2018" "5.0"
"106" 106 "I've been uying Samsung drives for years and find them very reliable, just like this one. This one is easy to install and very fast. I would highly recommend it. " "May 18, 2019" "5.0"
"107" 107 "I did notice SLIGHT improvement in system responsiveness, but my real reason for getting this is the amount of write cycles this thing can carry through its life. " "May 11, 2019" "5.0"
"108" 108 "I particularly liked the software utility that allowed me to use this as my C: drive. The resulting setup gave my computer that extra juice that is always appreciated. " "March 19, 2019" "5.0"
"109" 109 "Got two of these. One for OS and softwares; another for Media & Project Files (Adobe).They were easy to install in the MB if you know what you're doing.Windows startup is super fast; this is all I can say.Nothing to criticize.Certainly recommend. " "January 20, 2019" "5.0"
"110" 110 "Its fast as hell. Its quite amazing. I love mine. I hope they get even faster, as well as larger sizes for cheaper prices. I would love TB worth of size for fair prices. " "March 25, 2019" "5.0"
"111" 111 "These new M.2 drives are simple to use and faster than my 2.5 inch SSD drives. I purchased the 1TB and am very happy with it so far. I used it for my primary drive in my first PC build. " "January 17, 2019" "5.0"
"112" 112 "Hell yeah this thing is fast. Nothing butt M.2 in my new rig and I am flying around like a monkey in the trees. Great product and I love scanning with malwarebytes in a few seconds!!!! WOW " "November 20, 2018" "5.0"
"113" 113 "What to say, ultra fast memory at a very good price. Love not to have more cables on my board. Amazing product. Make sure to buy a heat sink for it. If properly installed the heat sink will reduce an average of 10 Celsius on idle. " "June 10, 2018" "5.0"
"114" 114 "Boot times and load times are incredible with this bad boy. Takes up a tiny bit of space but will use for pcie Lanes! Make sure you have the lanes before you purchase. " "March 13, 2019" "5.0"
"115" 115 "Installed this used the Samsung utility to clone my drive and update drivers all went flawless. This thing is smoking fast. My PC (Lenovo Y900 I7 6700) has zero hesitation. Very happy with this. " "September 12, 2018" "5.0"
"116" 116 "Had issues installing Windows on it, but you have to boot into windows once first to make it install the nvme drivers and then reboot. One that was done, it worked like a charm! " "July 18, 2018" "5.0"
"117" 117 "Pros: Very fast. I mean.... booting up in less than 15 seconds (including UEFI splash) using i7 8800, 16 Gb Ram, 1 TB SSD is just amazing.Cons: Pricey.Bottom line: Great buy " "October 29, 2018" "5.0"
"118" 118 "My pc boot time is 5 seconds! " "December 9, 2018" "5.0"
"119" 119 "I really like how much faster this SSD is compared to first generation SSD, (3-4 times faster). Very small and compact, installing right in the motherboard, it eliminates cabling issues. This has increased my overall rendering times and reduced boot and shutdown times considerably. Would buy more if I had the budget. " "September 4, 2018" "5.0"
"120" 120 "I upgraded from a 512GB Corsair SATA SSD and not only do I have way more space (1TB) for a good price, my computer runs blazingly fast. Intensive data transfers go super quick. I also game but I have not noticed a big difference there. Overall, it's probably overkill for my daily needs, but I feel confident this drive will meet my needs for several years to come. " "August 9, 2018" "5.0"
"121" 121 "Installing it was a snap and even installing windows 10 was a breeze . Windows boot times are so fast now , a very worth whileUpgrade . " "May 27, 2019" "5.0"
"122" 122 "Very Fast drive. Night and day difference between my 950 Pro. I love having a very quick drive. Raid 0 will be obsolete because of this drive. And for giggles, a 950 Pro in Raid 0 is still slower that this single drive. " "June 25, 2018" "5.0"
"123" 123 "Insanely fast, generic programs/applications install in seconds. Games (depending on size) install quick as well, map loading is ridiculously fast.The only warning would be for people that don't understand how to properly configure this SSD (GPT, use Disk Part utility during install) & I needed to un-plug all my drives and give windows a few minutes to get things together upon original boot-up. " "December 14, 2018" "5.0"
"124" 124 "What's to say, Samsung SSD's, both technologies have been rock solid for our uses. Hard to see right now going to any other mfg. " "May 7, 2019" "5.0"
"125" 125 "Super fast 33k read speeds right out of the box! Just make sure to install the Samsung NVMe driver. No need to install Drive Magician the disk speedup utility doesn't work for this drive (it's for older, slower drives like m.2) so only the utilities would be usable. " "July 9, 2018" "5.0"
"126" 126 "Fits as advertised. Has been working for a week now and no issues. Installed in a Lenovo P50. Remember to also purchase a M.2 adapter if required. " "December 23, 2018" "5.0"
"127" 127 "After i flashed the bois of my MSI Gaming 7 x99s Motherboard, everything worked perfect. Upgraded from 500Gb SSD, the load times are slightly better but i had a nice SSD before(now slaved) this upgrade to M.2. I fully recommend this. *example* boots in Win10 in under 15 sec & shaved a few sec of load time off all of the games i play. $172 after taxes & I fell good about it. " "March 27, 2019" "5.0"
"128" 128 "Title says it all!!! Tests out slightly faster than maximum advertised speeds on my Asus X99 E-WS in a PCIe 3.0 X4 adapter. These are relativbely expensive and you'd probably get about the same results in daily use from cheaper SSD's but if you do want the fastest for whatever reason, this is today's winner. " "October 26, 2018" "5.0"
"129" 129 "Replaced traditional 256 sata ssd with nvme , and noticed big diffrence. Cant go wrong with any tSANSUNG's drives. " "January 2, 2019" "5.0"
"130" 130 "Marketed as next step in speed but compared to 960pro not that much difference, worked good and suddenly died after 2 months, disappointed. " "July 26, 2018" "3.0"
"131" 131 "Highly impressed, I was afraid i'd break it by installing it. But it was fairly easier then I thought. This SSD has been amazing and I've just been putting my PC Games on it for now with my current PC set-up.Great product, highly recommend the Samsung 970 Pro Series. M.2 Internal SSD " "December 13, 2018" "5.0"
"132" 132 "This M.2 drive is fast, fast, fast, and Samsung's data migration software makes the cloning process very easy. " "April 15, 2019" "5.0"
"133" 133 "I installed one of these in my system as the system disk. Computer is so responsive and much faster, well worth the money! " "February 24, 2019" "5.0"
"134" 134 "So far so good! Enjoying the better loading times on my games. Not a huge difference from a standard SSD but noticable :) " "March 12, 2019" "5.0"
"135" 135 "I was able to tell the difference on boot time from my previous samsung sata SSD. Lighting fast drive can not complain. I was going to get the 970 EVO but it was only a $10 dollar difference so i went with the PRO. Highly recommend. " "March 30, 2019" "5.0"
"136" 136 "Simple install and 5 second boots. Could possibly be faster if I changed settings on PC but it's hard to even get into bios with how fast the screen flies by. " "March 26, 2019" "5.0"
"137" 137 "Samsung makes great drives, fastest drive I've used, simple install, I only use it for my operating system & software " "April 5, 2019" "5.0"
"138" 138 "Bought this for my new 32core Threadripper setup, and it's a beautiful compliment to the speed. Just dayumn. " "January 26, 2019" "5.0"
"139" 139 "What else can you say about this? Easy to install and works perfectly. Installed on a new system with zero problems. " "November 17, 2018" "5.0"
"140" 140 "Extremely fast. Makes the computer seem faster to use. Boots very fast. Noticeably faster than a SSD sata drive " "March 12, 2019" "5.0"
"141" 141 "Make sure to always verify the the size/type of the drive in the BIOS/Windows after installation before wasting your time installing OS/SW. Note that a 970 PRO 1TB was purchased as shown in the pictures. " "February 8, 2019" "1.0"
"142" 142 "If you are into gaming or video editing then i highly recommend this SSD, Trust me you wont be disappointed with your Pc's new speed. " "January 8, 2019" "5.0"
"143" 143 "My pc starts up and I log in in less than 15 seconds. I originally built my high end PC with an old HDD while I waited for this one to arrive and it would take for ever to load up. This thing made a HUGE difference. Jone of my game have trouble loding up, EVER. I doubt many of you need the Pro model but it¡¯s nice to have " "October 15, 2018" "5.0"
"144" 144 "This is the fastest storage device I have in my workstation today. It is faster than everything else, even Intel's dedicated storage cards. " "November 27, 2018" "5.0"
"145" 145 "Installed this in my new Alienware 17 R5 laptop, and it almost doubled my read and write speeds of the factory installed m.2 drive. Getting 2200 MB/sec read and 2100 MB/sec write. Not bad for a laptop! With a thunderbolt 10G Ethernet adapter plugged in to the laptop I can now achieve 10G file transfers across my network thanks to this drive! " "October 15, 2018" "5.0"
"146" 146 "Damn it is fast. 20 second boots in windows 10. Always the fist to load into insurgency sandstorm and other games. Wish I got the 1tb " "October 28, 2018" "5.0"
"147" 147 "Great nvme ssd, best on retail market you can get for this price. It is a bit early to say anything about reliability, need couple years of use. :) " "September 23, 2018" "5.0"
"148" 148 "First one didn¡¯t make it to the house. Amazon kindly shipped out another. Man this thing is fast! My pc boots to the desktop in about 8 seconds. " "November 23, 2018" "5.0"
"149" 149 "Not sure if a screw was provided to install, but I found a spare screw to hold it down. Is it the correct one? Probably not. Does it do the job, absolutely! " "March 8, 2019" "5.0"
